1.8,0.38,0.02,-0.39,0.02
1.9,0.59,0.01,-0.38,0.02
2,0.79,0.01,-0.38,0.02
2.1,0.98,0.01,-0.38,0.02
2.2,1.18,0.01,-0.38,0.02
2.3,1.38,0.01,-0.38,0.02
2.4,1.56,0.02,-0.38,0.02
2.5,1.78,0.02,-0.37,0.02
2.6,1.98,0.02,-0.37,0.02
2.7,2.16,0.02,-0.37,0.02
2.8,2.37,0.02,-0.37,0.02
2.9,2.55,0.02,-0.37,0.02
