2.2,0.28,0.01,-0.52,0.01
2.3,0.5,0.01,-0.51,0.01
2.4,0.7,0.01,-0.51,0.01
2.5,0.88,0.01,-0.51,0.01
2.6,1.08,0.01,-0.51,0.01
2.7,1.28,0.01,-0.51,0.01
2.8,1.49,0.01,-0.5,0.01
2.9,1.69,0.01,-0.5,0.01
