2.4,0.29,0.01,-0.6,0.01
2.5,0.5,0.01,-0.6,0.01
2.6,0.72,0.01,-0.59,0.01
2.7,0.93,0.01,-0.59,0.01
2.8,1.12,0.01,-0.59,0.01
2.9,1.35,0.01,-0.59,0.02
