1.9,0.28,0.01,-0.42,0.02
2,0.5,0.02,-0.45,0.02
2.1,0.69,0.01,-0.45,0.02
2.2,0.88,0.01,-0.44,0.02
2.3,1.08,0.01,-0.43,0.02
2.4,1.28,0.01,-0.42,0.02
2.5,1.48,0.01,-0.39,0.01
2.6,1.68,0.02,-0.4,0.01
2.7,1.88,0.01,-0.39,0.01
2.8,2.05,0.02,-0.39,0.01
2.9,2.25,0.01,-0.39,0.01
