2.5,0.2,0.01,-0.61,0.01
2.55,0.32,0.01,-0.61,0.01
2.6,0.42,0.01,-0.62,0.01
2.65,0.55,0.01,-0.61,0.01
2.7,0.68,0.01,-0.61,0.01
2.75,0.78,0.01,-0.61,0.01
2.8,0.88,0.01,-0.6,0.01
2.85,0.99,0.01,-0.6,0.01
2.9,1.9,0.01,-0.6,0.01
2.95,1.19,0.01,-0.6,0.01
