2.1,0.38,0.01,-0.45,0.02
2.2,0.6,0.01,-0.45,0.02
2.3,0.8,0.01,-0.45,0.02
2.4,1,0.02,-0.44,0.02
2.5,1.22,0.01,-0.42,0.01
2.6,1.42,0.01,-0.42,0.01
2.7,1.61,0.01,-0.41,0.01
2.8,1.8,0.01,-0.42,0.01
2.9,2,0.01,-0.41,0.01
